年,月,日,时,实际直调负荷,实际联络线受电负荷,实际风电总加,实际光伏总加,实际非市场化核电总加,实际自备机组总加,实际地方电厂发电总加,实际抽蓄,实际火力发电,日前直调负荷,日前联络线受电负荷,日前风电总加,日前光伏总加,日前非市场化核电总加,日前自备机组总加,日前地方电厂发电总加,日前火力发电,现货价格,日前价格,价格差值,直调负荷差值,联络线受电负荷差值,风电总加差值,光伏总加差值,非市场化核电总加差值,自备机组总加差值,地方电厂发电总加差值,火力发电差值,价格差值预测（现货价格-日前价格）,日前价格预测
2024,1,16,10,348912.9844,74568.56299,5445.77,7411.64,513.002159,19405.0417,35471.07007,7082.58,199015.3175,332319.41,71982,6450.48,14513.78,512,19735,35600,183526.15,1300,772.875,527.13,16593.5744,2586.56299,-1004.71,-7102.14,1.002159,-329.9583,-128.92993,15489.1675,527.13,772.88
2024,1,16,11,336350,60458.46753,3730.8,7285.78,512.774063,19275.67559,35366.85449,5700.54,204019.1083,316251.87,57682,5731.54,16876.66,512,19660,35600,180189.67,1279.575,891.13,388.45,20098.13,2776.46753,-2000.74,-9590.88,0.774063,-384.32441,-233.14551,23829.4383,388.45,891.13
2024,1,16,12,325339.2813,57219.24854,3198.25,6803.17,513.534332,19342.60802,35474.20093,4013.91,198774.3594,301814.75,54185,5124.55,17043.37,512,19735,35600,169614.83,1290.81,917.9,372.91,23524.5313,3034.24854,-1926.3,-10240.2,1.534332,-392.39198,-125.79907,29159.5294,372.91,917.9
2024,1,16,13,331105.2031,61303.62427,2966.58,7246.75,512.051795,19386.49596,35352.76709,7174.15,197162.784,308866.79,57662,4712.67,14754.17,512,19753,35600,175872.95,1299.535,1067.223,232.31,22238.4131,3641.62427,-1746.09,-7507.42,0.051795,-366.50404,-247.23291,21289.834,232.31,1067.22
2024,1,16,14,329148.5625,69653.86816,2613.72,5714.82,514.446686,19350.91739,35355.13452,3718.01,192227.6457,311967.3,70447,4617.8,10758.79,512,19756,35600,170275.71,1248.12,895.925,352.2,17181.2625,-793.13184,-2004.08,-5043.97,2.446686,-405.08261,-244.86548,21951.9357,352.2,895.93
2024,1,16,15,325914.0313,73400.23389,3349.41,2570.29,511.785698,19388.10923,35562.92212,1379.78,189751.5003,314041.68,78035,4880.21,5990.11,512,19767,35600,169257.36,1273.5,862.27,411.23,11872.3513,-4634.76611,-1530.8,-3419.82,-0.214302,-378.89077,-37.07788,20494.1403,411.23,862.27
2024,1,16,16,320401.6875,76972.6709,4586.62,416.59,515.054916,19377.75684,35622.15332,-7,182917.8415,313902.4,81936,5773.9,1552.31,512,19796,35600,168732.19,952.455,798.65,153.81,6499.2875,-4963.3291,-1187.28,-1135.72,3.054916,-418.24316,22.15332,14185.6515,153.81,798.65
2024,1,16,17,320713.0391,85041.38623,6092.26,-42.16,515.43506,19405.34149,35739.15869,-1.39,173963.0076,321592.62,87558,7220.36,42.73,512,19800,35600,170859.53,534.25,678.59,-144.34,-879.5809,-2516.61377,-1128.1,-84.89,3.43506,-394.65851,139.15869,3103.4776,-144.34,678.59
2024,1,16,18,311817.625,85620.53028,7227.82,-33.31,514.370667,19455.27941,35780.77979,3.26,163248.8949,314648.18,88443,8870.45,0,512,19840,35600,161382.73,492.15,515.465,-23.32,-2830.555,-2822.46972,-1642.63,-33.31,2.370667,-384.72059,180.77979,1866.1649,-23.32,515.47
2024,1,16,19,303703.3516,85357.32764,7601.47,-32.86,514.294616,19350.23146,35680.7666,3.24,155228.8813,308516.79,88544,10593.11,0,512,19840,35600,153427.68,485.095,488,-2.91,-4813.4384,-3186.67236,-2991.64,-32.86,2.294616,-489.76854,80.7666,1801.2013,-2.91,488
2024,1,16,20,296189.3594,80652.23242,8805.73,-33.17,515.244964,19274.95517,35589.05347,-8.58,151393.8934,301071.53,84701,12167.09,0,512,19840,35600,148251.44,474.125,478.322,-4.2,-4882.1706,-4048.76758,-3361.36,-33.17,3.244964,-565.04483,-10.94653,3142.4534,-4.2,478.32
2024,1,16,21,283250.2813,75724.73926,9054.35,-34.04,515.625137,19469.85104,35395.62402,-1800.13,144924.2618,288809.16,81606,13230.63,0,512,19800,35600,138060.53,451,461.42,-10.42,-5558.8787,-5881.26074,-4176.28,-34.04,3.625137,-330.14896,-204.37598,6863.7318,-10.42,461.42
2024,1,16,22,265225.9336,67897.07056,9026.41,-33.19,512.507965,19458.75067,35271.11597,-6105.71,139198.9784,270936.17,74924,13782.89,0,512,19784,35600,126333.28,447.395,456.835,-9.44,-5710.2364,-7026.92944,-4756.48,-33.19,0.507965,-325.24933,-328.88403,12865.6984,-9.44,456.84
2024,1,16,23,248852.5078,57253.57202,8914.61,-33.16,515.739182,19364.15647,35196.8999,-6823.29,134463.9802,253510.93,64412,13742.25,0,512,19758,35600,119486.68,439.7,454.623,-14.92,-4658.4222,-7158.42798,-4827.64,-33.16,3.739182,-393.84353,-403.1001,14977.3002,-14.92,454.62
2024,1,17,0,240314.5898,59092.31006,8887.85,-32.05,513.876464,19371.95558,35130.00195,-6747.07,124097.7158,243543.04,59103,10627.38,0,512,19756,35800,117744.66,461.1075,476.888,-15.78,-3228.4502,-10.68994,-1739.53,-32.05,1.876464,-384.04442,-669.99805,6353.0558,-15.78,476.89
2024,1,17,1,235060.6914,59002.79346,8129.38,-31.8,513.87648,19419.80653,34964.75879,-7583.59,120645.4661,238822.09,59040,9741.93,0,512,19756,35800,113972.16,450.13,465.175,-15.05,-3761.3986,-37.20654,-1612.55,-31.8,1.87648,-336.19347,-835.24121,6673.3061,-15.05,465.18
2024,1,17,2,231315.2344,58577.05884,6743.99,-32.37,514.522736,19489.95087,35129.92578,-7471.97,118364.1262,235427.87,59040,8464.9,0,512,19750,35800,111860.97,447.3775,460.322,-12.94,-4112.6356,-462.94116,-1720.91,-32.37,2.522736,-260.04913,-670.07422,6503.1562,-12.94,460.32
2024,1,17,3,230705.6016,58782.83008,5241.17,-32.31,513.610382,19464.18238,35205.50122,-4400.78,115931.3975,233987.3,59010,7158.73,0,512,19758,35800,111748.57,445.295,460.843,-15.55,-3281.6984,-227.16992,-1917.56,-32.31,1.610382,-293.81762,-594.49878,4182.8275,-15.55,460.84
2024,1,17,4,232779.9727,58864.19922,5027.1,-32.72,514.40866,19347.72665,35206.83984,-3026.99,116879.4083,236743.88,58946,6435.88,0,512,19750,35800,115300,445.215,443.498,1.72,-3963.9073,-81.80078,-1408.78,-32.72,2.40866,-402.27335,-593.16016,1579.4083,1.72,443.5
2024,1,17,5,242795.5742,64933.90772,5504.1,-32.69,511.785698,19275.57949,35211.88794,-737.38,118128.3834,248323.71,67369,6160.19,0,512,19755,35800,118727.52,436.6175,451.61,-14.99,-5528.1358,-2435.09228,-656.09,-32.69,-0.214302,-479.42051,-588.11206,-599.1366,-14.99,451.61
2024,1,17,6,264048.582,75592.93164,5676.52,-32.72,514.674759,19343.88529,35292.12403,3.36,127657.8063,271176.85,78096,6145.24,0.17,512,19750,35800,130873.44,456.6275,478.725,-22.1,-7128.268,-2503.06836,-468.72,-32.89,2.674759,-406.11471,-507.87597,-3215.6337,-22.1,478.73
2024,1,17,7,294552.4844,79493.42871,5627.56,-15.56,514.750793,19340.21472,35410.03369,664.68,153517.3765,306629.75,79707,6095.9,292.38,512,19750,35800,164472.47,518.76,591.97,-73.21,-12077.2656,-213.57129,-468.34,-307.94,2.750793,-409.78528,-389.96631,-10955.0935,-73.21,591.97
2024,1,17,8,336112.8047,90443.29492,5899.74,328.37,514.104553,19418.05089,35519.8042,5699,178290.4401,344568.37,80975,5895.61,1558.35,512,19750,35800,200077.41,596.28,924.078,-327.8,-8455.5653,9468.29492,4.13,-1229.98,2.104553,-331.94911,-280.1958,-21786.9699,-327.8,924.08
2024,1,17,9,350394.1016,97213.9082,5345.94,1081.54,515.283005,19417.19617,35617.1521,5792.57,185410.5121,352512.05,79524,5620,3285.18,512,19745,35800,208025.87,726.25,1024.122,-297.87,-2117.9484,17689.9082,-274.06,-2203.64,3.283005,-327.80383,-182.8479,-22615.3579,-297.87,1024.12
2024,1,17,10,359309.7109,107794.2568,5200.38,1833.14,510.379165,19399.2461,35714.37207,3182.24,185675.6968,356218.39,70382,5219.32,5067,512,19735,35800,219503.07,795.385,1249.15,-453.77,3091.3209,37412.2568,-18.94,-3233.86,-1.620835,-335.7539,-85.62793,-33827.3732,-453.77,1249.15
2024,1,17,11,350795.1875,113905.3154,6135.14,2827.3,512.013779,19262.43621,35596.37402,1202.69,171353.9181,343665.35,56076,4760.69,6318.01,512,19660,35800,220538.65,576,933.55,-357.55,7129.8375,57829.3154,1374.45,-3490.71,0.013779,-397.56379,-203.62598,-49184.7319,-357.55,933.55
2024,1,17,12,336515.8828,111975.3032,6495.92,3786.2,509.504845,19230.56533,35518.70605,-11.05,159010.7334,328080.3,52585,4472.36,6778.05,512,19735,35800,208197.89,528.865,603,-74.14,8435.5828,59390.3032,2023.56,-2991.85,-2.495155,-504.43467,-281.29395,-49187.1566,-74.14,603
2024,1,17,13,338951.0781,110687.1035,7248.03,4383.67,513.002152,19265.56907,35707.35791,-783.84,161930.1855,331932.96,56062,4551.03,6461.82,512,19753,35800,208793.11,536.4,624.642,-88.24,7018.1181,54625.1035,2697,-2078.15,1.002152,-487.43093,-92.64209,-46862.9245,-88.24,624.64
2024,1,17,14,334410.5938,104721.2227,8053.39,3501.96,511.937752,19288.5113,35734.65918,-1047.25,163646.1629,328761.86,68847,5035.4,5394.86,512,19756,35800,193416.6,558.62,624.278,-65.66,5648.7338,35874.2227,3017.99,-1892.9,-0.062248,-467.4887,-65.34082,-29770.4371,-65.66,624.28
2024,1,17,15,327087.3906,83726.31836,9653.08,2009.21,511.177482,19276.31384,35796.35278,3.35,176111.5882,323521.72,74835,5950.72,3420.19,512,19767,35800,183236.81,614.745,893.832,-279.09,3565.6706,8891.31836,3702.36,-1410.98,-0.822518,-490.68616,-3.64722,-7125.2218,-279.09,893.83
2024,1,17,16,320881.0547,69960.82581,11086.49,406.64,512.774063,19243.14245,35881.76099,755.52,183033.9014,320319.93,78736,7277.05,1099.82,512,19796,35800,177099.06,752.365,765.632,-13.27,561.1247,-8775.17419,3809.44,-693.18,0.774063,-552.85755,81.76099,5934.8414,-13.27,765.63
2024,1,17,17,320158.2578,66588.16089,12338.66,-41.05,509.314782,19178.86918,35960.72876,1144.5,184479.0742,326200.91,84358,8919.08,54.49,512,19800,35800,176757.34,801.2425,660.475,140.77,-6042.6522,-17769.83911,3419.58,-95.54,-2.685218,-621.13082,160.72876,7721.7342,140.77,660.48
2024,1,17,18,311151.3828,70179.94971,12582.73,-34,513.154206,19134.61201,35903.28516,4519.5,168352.1517,318121.44,85243,10669.44,0,512,19840,35800,166057,536.725,584.89,-48.17,-6970.0572,-15063.05029,1913.29,-34,1.154206,-705.38799,103.28516,2295.1517,-48.17,584.89
2024,1,17,19,303865.5313,74009.40918,14461.03,-33.72,510.873367,19010.50048,35703.76929,6139.99,154063.6789,310740.12,85344,12472.6,0,512,19840,35800,156771.52,499.6275,557.83,-58.2,-6874.5887,-11334.59082,1988.43,-33.72,-1.126633,-829.49952,-96.23071,-2707.8411,-58.2,557.83
2024,1,17,20,296833.7656,73826.37329,14527.55,-33.99,513.306244,18900.23186,35625.84692,5623.76,147850.6873,303075.13,81501,14308.77,0,512,19840,35800,151113.36,485.025,521.635,-36.61,-6241.3644,-7674.62671,218.78,-33.99,1.306244,-939.76814,-174.15308,-3262.6727,-36.61,521.64
2024,1,17,21,284100.5703,75267.11182,15160.34,-33.74,513.192215,18620.68162,35562.55249,2163.5,136846.9322,290756.52,78406,16103.78,0,512,19800,35800,140134.74,461.7725,487.87,-26.1,-6655.9497,-3138.88818,-943.44,-33.74,1.192215,-1179.31838,-237.44751,-3287.8078,-26.1,487.87
2024,1,17,22,265914.457,69144.30371,15113.13,-34.06,511.747681,18555.8026,35560.3208,3.35,127059.8622,273148.25,71724,18168.95,0,512,19784,35800,127159.3,443.81,462.3,-18.49,-7233.793,-2579.69629,-3055.82,-34.06,-0.252319,-1228.1974,-239.6792,-99.4378,-18.49,462.3
2024,1,17,23,249524.0547,59076.36523,17099.54,-33.24,512.24186,18409.43043,35543.92529,3.25,118912.5419,256485.37,62812,20632.79,0,512,19758,35800,116970.58,417.5775,436,-18.42,-6961.3153,-3735.63477,-3533.25,-33.24,0.24186,-1348.56957,-256.07471,1941.9619,-18.42,436
2024,1,18,0,240787.9258,58968.99609,20936.38,-33.03,508.13633,18405.63717,35049.85815,-18.29,106970.238,242494.81,61103,24217.5,0,512,19796,35600,101266.31,294.535,296.485,-1.95,-1706.8842,-2134.00391,-3281.12,-33.03,-3.86367,-1390.36283,-550.14185,5703.928,-1.95,296.49
2024,1,18,1,235896.1133,58806.43848,25316.26,-32.77,510.41719,18211.8122,34703.36304,-811.34,99191.93238,237436.53,61040,28111.44,0,512,19796,35600,92377.09,282.99,272.37,10.62,-1540.4167,-2233.56152,-2795.18,-32.77,-1.58281,-1584.1878,-896.63696,6814.84238,10.62,272.37
2024,1,18,2,232131.7617,58727.28345,30488.02,-32.58,505.855484,18145.77112,34607.01318,-2381.96,92072.35849,233700.41,61040,32874.52,0,512,19790,35600,83883.89,271.89,218.408,53.48,-1568.6483,-2312.71655,-2386.5,-32.58,-6.144516,-1644.22888,-992.98682,8188.46849,53.48,218.41
2024,1,18,3,230495.3828,59280.1145,35240.26,-32.66,504.372926,18083.5061,34663.86597,-6089.7,88845.62332,232125.06,61010,37426.48,0,512,19798,35600,77778.58,275.0825,222.245,52.84,-1629.6772,-1729.8855,-2186.22,-32.66,-7.627074,-1714.4939,-936.13403,11067.04332,52.84,222.25
2024,1,18,4,233738.043,59297.84448,39383.56,-33.09,502.890373,18069.10335,34674.43823,-6954.25,88797.54653,234834.47,60946,41342.04,0,512,19790,35600,76644.43,275.29,264.802,10.49,-1096.427,-1648.15552,-1958.48,-33.09,-9.109627,-1720.89665,-925.56177,12153.11653,10.49,264.8
2024,1,18,5,244946.9844,65561.43775,41047.01,-32.88,500.305412,18067.71334,34780.85864,-6832.91,91855.44923,246230.23,69369,44286.7,0,512,19795,35600,76667.53,273.18,268.07,5.11,-1283.2456,-3807.56225,-3239.69,-32.88,-11.694588,-1727.28666,-819.14136,15187.91923,5.11,268.07
2024,1,18,6,266159.8203,70654.34619,43111.34,-32.77,499.963271,17927.16144,35070.52954,-5585.84,104515.0899,267338.54,81296,45907.48,0.41,512,19790,35600,84232.65,322.2975,291.062,31.24,-1178.7197,-10641.65381,-2796.14,-33.18,-12.036729,-1862.83856,-529.47046,20282.4399,31.24,291.06
2024,1,18,7,297837.3281,71053.6167,42733.63,255.63,495.287529,17779.00746,35215.36768,784.87,129519.9188,299155.48,82907,46896.46,858.02,512,19790,35600,112592,365.8225,342.842,22.98,-1318.1519,-11853.3833,-4162.83,-602.39,-16.712471,-2010.99254,-384.63232,16927.9188,22.98,342.84
2024,1,18,8,337673.9453,75424.48193,39049.69,3070.33,494.451218,17762.9919,35388.32666,7366.39,159117.2836,337467.25,84175,47762.99,5600.02,512,19790,35600,144027.24,403.695,387.83,15.87,206.6953,-8750.51807,-8713.3,-2529.69,-17.548782,-2027.0081,-211.67334,15090.0436,15.87,387.83
2024,1,18,9,344983.1016,80105.44678,39303.96,8195.44,491.562135,17433.80386,35275.03369,2177.11,162000.7451,335200.23,82724,48283.09,12403.12,512,19785,35600,135893.02,428.12,395.71,32.41,9782.8716,-2618.55322,-8979.13,-4207.68,-20.437865,-2351.19614,-324.96631,26107.7251,32.41,395.71
2024,1,18,10,345765.1406,71437.99976,40649.58,11435.37,489.737442,17101.99709,35319.04566,3.17,169328.2407,333292.86,71982,47886.54,18265.52,512,19775,35600,139271.8,476.66,430.072,46.59,12472.2806,-544.00024,-7236.96,-6830.15,-22.262558,-2673.00291,-280.95434,30056.4407,46.59,430.07
2024,1,18,11,331310.1563,57768.85059,41641.77,15213.67,489.167236,16927.39366,35493.98926,3.25,163772.0655,316175.46,57676,46786.4,22038.99,512,19700,35600,133862.07,448.51,433.86,14.65,15134.6963,92.85059,-5144.63,-6825.32,-22.832764,-2772.60634,-106.01074,29909.9955,14.65,433.86
2024,1,18,12,316702.1094,54934.625,43353.74,18688.4,484.757584,16935.35564,35546.26367,3.16,146755.8075,300347.24,54185,45958.92,23085.14,512,19775,35600,121231.18,399.24,403.394,-4.15,16354.8694,749.625,-2605.18,-4396.74,-27.242416,-2839.64436,-53.73633,25524.6275,-4.15,403.39
2024,1,18,13,322519.9688,58488.03076,44439.16,16107.74,482.970916,16879.21905,35548.63257,2002.88,148571.3355,306783.64,57662,45947.94,21559.28,512,19793,35600,125709.42,395.34,403.191,-7.85,15736.3288,826.03076,-1508.78,-5451.54,-29.029084,-2913.78095,-51.36743,22861.9155,-7.85,403.19
2024,1,18,14,320664.9141,70826.19727,46527.42,12551.4,479.055436,17129.09428,35419.8584,2395.53,135336.3587,307111.03,70447,46587.03,17440.05,512,19796,35600,116728.95,370.9775,385.775,-14.8,13553.8841,379.19727,-59.61,-4888.65,-32.944564,-2666.90572,-180.1416,18607.4087,-14.8,385.78
2024,1,18,15,318259.0625,73667.50879,47469.84,7223.08,479.093453,17511.74118,35426.20557,2034.59,134447.0035,308575.42,78035,47369.89,10489.86,512,19807,35600,116761.67,369.0675,383.84,-14.77,9683.6425,-4367.49121,99.95,-3266.78,-32.906547,-2295.25882,-173.79443,17685.3335,-14.77,383.84
2024,1,18,16,317625.0156,69526.17065,47149.96,1846.4,476.96466,17746.67493,35614.44043,2757.27,142507.1349,314204.19,81936,47681.5,2862.56,512,19836,35600,125776.13,383.135,394.835,-11.7,3420.8256,-12409.82935,-531.54,-1016.16,-35.03534,-2089.32507,14.44043,16731.0049,-11.7,394.84
2024,1,18,17,322358.9922,74338.44043,47340.48,-28.98,476.850623,17792.83943,35737.60816,2749.27,143952.4836,327484.14,87558,48205.95,59.28,512,19840,35600,135708.91,387.265,399.683,-12.42,-5125.1478,-13219.55957,-865.47,-88.26,-35.149377,-2047.16057,137.60816,8243.5736,-12.42,399.68
2024,1,18,18,315245.1563,74120.67847,47192.59,-33.78,475.862244,17824.78791,35670.25903,1685.16,138309.5986,319745.47,88443,48827.53,0,512,19880,35600,126482.94,375.705,381.802,-6.1,-4500.3137,-14322.32153,-1634.94,-33.78,-36.137756,-2055.21209,70.25903,11826.6586,-6.1,381.8
2024,1,18,19,308336.625,74964.64624,45756.3,-32.75,470.502242,17894.79418,35547.68066,1321.25,132414.2017,309725.22,88544,48894.44,0,512,19880,35600,116294.78,363.03,364.695,-1.67,-1388.595,-13579.35376,-3138.14,-32.75,-41.497758,-1985.20582,-52.31934,16119.4217,-1.67,364.7
2024,1,18,20,301419.0859,69527.16626,41656.84,-32.37,471.300544,17942.13112,35444.77759,1531.12,134878.1204,302067.65,84701,48745.46,0,512,19880,35600,112629.19,362.4925,356.985,5.51,-648.5641,-15173.83374,-7088.62,-32.37,-40.699456,-1937.86888,-155.22241,22248.9304,5.51,356.99
2024,1,18,21,289598.8594,72275.54248,39964.2,-32.23,463.507622,17881.97107,35167.97876,583.03,123294.8594,289806.66,81606,48186.07,0,512,19840,35600,104062.59,346.6725,322.152,24.52,-207.8006,-9330.45752,-8221.87,-32.23,-48.492378,-1958.02893,-432.02124,19232.2694,24.52,322.15
2024,1,18,22,271489.6563,70599.07471,38003.05,-33.51,466.1306,17938.02189,34943.53516,3.36,109569.9939,272089.62,74924,47656.21,0,512,19824,35600,93573.41,312.7875,282.923,29.86,-599.9637,-4324.92529,-9653.16,-33.51,-45.8694,-1885.97811,-656.46484,15996.5839,29.86,282.92
2024,1,18,23,253237.7109,58259.88159,36918.49,-32.74,465.370316,17879.58374,34889.81787,3.33,104853.9774,255925.72,64412,47789.82,0,512,19798,35600,87813.9,300.6975,170.438,130.26,-2688.0091,-6152.11841,-10871.33,-32.74,-46.629684,-1918.41626,-710.18213,17040.0774,130.26,170.44
2024,1,19,0,243965.8516,53750.63135,38874.62,-32.52,465.826484,17809.56428,34713.97803,-12.04,98395.79142,243018.89,58776,45272.52,0,468,18196,35000,85306.37,259.45,238.975,20.48,946.9616,-5025.36865,-6397.9,-32.52,-2.173516,-386.43572,-286.02197,13089.42142,20.48,238.98
2024,1,19,1,238563.8672,50449.33227,42412.71,-32.15,465.218254,17814.41297,34677.14063,-1904.05,94681.25307,237607.66,58776,46899.59,0,468,18196,35000,78268.07,218.725,249.345,-30.62,956.2072,-8326.66773,-4486.88,-32.15,-2.781746,-381.58703,-322.85937,16413.18307,-30.62,249.35
2024,1,19,2,234806.5078,49749.86499,48464.11,-32.35,464.457977,17855.34313,34621.00952,-4325.23,88009.30219,233904.65,58776,48755.28,0,468,18190,35000,72715.37,183.625,264.915,-81.29,901.8578,-9026.13501,-291.17,-32.35,-3.542023,-334.65687,-378.99048,15293.93219,-81.29,264.92
2024,1,19,3,233310.6914,50008.97876,54221.36,-32.24,465.940528,17867.98369,34702.5293,-5539.14,81615.27914,232225.01,58746,50575.6,0,468,18198,35000,69237.41,180.08,273.82,-93.74,1085.6814,-8737.02124,3645.76,-32.24,-2.059472,-330.01631,-297.4707,12377.86914,-93.74,273.82
2024,1,19,4,235058.2109,50042.802,56474.59,-31.76,462.937402,17870.15151,34679.65064,-5770.71,81330.54939,234234.16,58682,52001.21,0,468,18190,35000,69892.95,-6.595,265.81,-272.41,824.0509,-8639.198,4473.38,-31.76,-5.062598,-319.84849,-320.34936,11437.59939,-272.41,265.81
2024,1,19,5,246650.5625,56238.80127,56597.25,-31.95,466.358689,17884.17259,34818.05518,-5697.85,86375.72477,245103.28,64984,52867.55,0.67,468,18195,35000,73588.06,97.595,253.86,-156.27,1547.2825,-8745.19873,3729.7,-32.62,-1.641311,-310.82741,-181.94482,12787.66477,-156.27,253.86
2024,1,19,6,269260.9961,67391.98877,55751.23,-32.05,463.963791,17882.92457,34925.85694,-4800.33,97677.41203,269020.29,75636,53026.07,0.54,468,18190,35000,86699.68,257.285,271.113,-13.83,240.7061,-8244.01123,2725.16,-32.59,-4.036209,-307.07543,-74.14306,10977.73203,-13.83,271.11
2024,1,19,7,301099.7891,71003.39453,53201.13,864.11,466.054572,17822.40692,34971.60303,-550.68,123321.77,301130.96,79021,52442.64,1124.48,468,18190,35000,114884.84,386.33,386,0.33,-31.1709,-8017.60547,758.49,-260.37,-1.945428,-367.59308,-28.39697,8436.93,0.33,386
2024,1,19,8,333021.6484,74406.86475,51989.24,6449.89,465.598404,17730.41546,35310.31567,3039.97,143629.3542,334175.11,83114,51228.1,6559.27,468,18190,35000,139615.74,434.905,430.5,4.41,-1153.4616,-8707.13525,761.14,-109.38,-2.401596,-459.58454,310.31567,4013.6142,4.41,430.5
2024,1,19,9,332236.1094,74444.96338,50469.13,13498.7,463.735712,17456.65904,35500.95019,3042.1,137359.8711,334785.15,82728,49970.82,13413.64,468,18185,35000,135019.69,418.4275,436.23,-17.8,-2549.0406,-8283.03662,498.31,85.06,-4.264288,-728.34096,500.95019,2340.1811,-17.8,436.23
2024,1,19,10,335216.4375,69857.96289,52307.26,17105.15,466.09259,17221.14272,35327.00342,2944.88,139986.9459,334462.14,71986,49274.56,18403.73,468,18175,35000,141154.85,419.1875,448.901,-29.71,754.2975,-2128.03711,3032.7,-1298.58,-1.90741,-953.85728,327.00342,-1167.9041,-29.71,448.9
2024,1,19,11,328966.4063,60116.15357,49890.58,16881.33,462.785339,17302.47314,35295.9563,5804.13,143212.9979,321302.14,58034,49126.25,20808.74,468,18100,35000,139765.15,419,460.875,-41.88,7664.2663,2082.15357,764.33,-3927.41,-5.214661,-797.52686,295.9563,3447.8479,-41.88,460.88
2024,1,19,12,321185.1719,57574.73657,49135.38,14296.27,465.750458,17363.00034,35451.74854,3727.16,143171.126,306552.81,54759,49882.03,20913.8,468,18175,35000,127354.98,422.4725,441.995,-19.52,14632.3619,2815.73657,-746.65,-6617.53,-2.249542,-811.99966,451.74854,15816.146,-19.52,442
2024,1,19,13,329952.6797,60386.17456,51754.24,13314.13,464.077835,17452.97464,35355.49097,363.7,150861.8917,315563.52,58229,51528.74,18196.24,468,18193,35000,133948.54,453.4275,447.64,5.79,14389.1597,2157.17456,225.5,-4882.11,-3.922165,-740.02536,355.49097,16913.3517,5.79,447.64
2024,1,19,14,330834.2578,71216.85254,55537.64,9882.18,465.104218,17566.61451,35325.71191,3.51,140836.6446,318632.64,71015,53565.49,13183.17,468,18196,35000,127204.98,436.5375,431,5.54,12201.6178,201.85254,1972.15,-3300.99,-2.895782,-629.38549,325.71191,13631.6646,5.54,431
2024,1,19,15,328759.6563,76464.59522,57068.74,5494.21,465.864495,17907.43807,35524.49829,152.69,135681.6202,319594.15,76482,55225.74,7284.83,468,18207,35000,126926.58,426.1625,423.105,3.06,9165.5063,-17.40478,1843,-1790.62,-2.135505,-299.56193,524.49829,8755.0402,3.06,423.11
2024,1,19,16,325255.2734,80983.75879,57225.03,1394.42,463.773721,18211.48195,35668.64185,1829.1,129479.0671,320357.43,80873,56023.99,2037.34,468,18236,35000,127719.1,405.5,414.613,-9.11,4897.8434,110.75879,1201.04,-642.92,-4.226279,-24.51805,668.64185,1759.9671,-9.11,414.61
2024,1,19,17,326567.9219,87394.5083,55528.16,-37.38,466.738832,18403.38487,35745.2666,2681.09,126386.1533,326622.53,87557,56323.91,67.07,468,18240,35000,128966.55,392.75,410.573,-17.82,-54.6081,-162.4917,-795.75,-104.45,-1.261168,163.38487,745.2666,-2580.3967,-17.82,410.57
2024,1,19,18,318548.5,88402.7085,54035,-34.68,463.355568,18459.83941,35772.60303,2980.04,118469.6335,317568.51,88443,56000.64,0,468,18280,35000,119376.87,369,385.715,-16.72,979.99,-40.2915,-1965.64,-34.68,-4.644432,179.83941,772.60303,-907.2365,-16.72,385.72
2024,1,19,19,311911.8906,88957.42578,53309.86,-33.82,466.168609,18265.5612,35428.52856,2876.72,112641.4465,308093.3,88544,55049.48,0,468,18280,35000,110751.82,322.9975,349.88,-26.88,3818.5906,413.42578,-1739.62,-33.82,-1.831391,-14.4388,428.52856,1889.6265,-26.88,349.88
2024,1,19,20,303522.9063,83371.00586,50414.43,-33.94,465.48436,18353.94442,35378.68677,1731.3,113841.9948,300075.8,82938,53790.43,0,468,18280,35000,109599.37,332.445,344.3,-11.86,3447.1063,433.00586,-3376,-33.94,-2.51564,73.94442,378.68677,4242.6248,-11.86,344.3
2024,1,19,21,292713.2344,79713.3999,47627.41,-34.39,467.347062,18431.78597,35010.27759,3.35,111494.0539,287913.02,78782,52457.71,0,468,18240,35000,102965.31,302.89,298.605,4.29,4800.2144,931.3999,-4830.3,-34.39,-0.652938,191.78597,10.27759,8528.7439,4.29,298.61
2024,1,19,22,274209.3594,70261.34522,47213.44,-33.87,467.004937,18534.36436,34777.61816,-2.14,102991.5967,270757.36,70330,51529.24,0,468,18224,35000,95206.12,292.04,227.425,64.62,3451.9994,-68.65478,-4315.8,-33.87,-0.995063,310.36436,-222.38184,7785.4767,64.62,227.43
2024,1,19,23,256491.5195,59026.07983,48499.11,-34.03,465.218263,18556.58408,34573.93555,3.43,95401.19181,253512.03,58756,51170.8,0,468,18198,35000,89919.23,157.36,137.86,19.5,2979.4895,270.07983,-2671.69,-34.03,-2.781737,358.58408,-426.06445,5481.96181,19.5,137.86
2024,1,20,0,247011.9492,60244.17944,49388.5,-32.93,465.71244,18505.96928,34458.21143,-1751.24,85733.54663,241710.47,60552,49810.22,0,468,18136,34800,77944.25,-80,-60,-20,5301.4792,-307.82056,-421.72,-32.93,-2.28756,369.96928,-341.78857,7789.29663,-20,-60
